world_cup_year,date,stage,home_team,away_team,score_original_home,score_original_away,score_90_home,score_90_away,has_extra_time,has_penalty_shootout,score_corrected,city,country,neutral,verification_source,verification_note
2018,2018-06-28,Group stage,England,Belgium,0,1,0,1,False,False,False,Kaliningrad,Russia,True,https://github.com/martj42/international_results,No extra-time override required; final score is compatible with 90 minutes.
2018,2018-06-28,Group stage,Japan,Poland,0,1,0,1,False,False,False,Volgograd,Russia,True,https://github.com/martj42/international_results,No extra-time override required; final score is compatible with 90 minutes.
2018,2018-06-28,Group stage,Panama,Tunisia,1,2,1,2,False,False,False,Saransk,Russia,True,https://github.com/martj42/international_results,No extra-time override required; final score is compatible with 90 minutes.
2018,2018-06-28,Group stage,Senegal,Colombia,0,1,0,1,False,False,False,Samara,Russia,True,https://github.com/martj42/international_results,No extra-time override required; final score is compatible with 90 minutes.
2018,2018-06-30,Round of 16,France,Argentina,4,3,4,3,False,False,False,Kazan,Russia,True,https://github.com/martj42/international_results,No extra-time override required; final score is compatible with 90 minutes.
2018,2018-06-30,Round of 16,Uruguay,Portugal,2,1,2,1,False,False,False,Sochi,Russia,True,https://github.com/martj42/international_results,No extra-time override required; final score is compatible with 90 minutes.
2018,2018-07-01,Round of 16,Croatia,Denmark,1,1,1,1,True,True,False,Nizhny Novgorod,Russia,True,https://github.com/openfootball/worldcup.json/blob/master/2018/worldcup.json,Extra-time match: explicit 90-minute score verified from score.ft; score.et is kept out of the 90-minute target.
2018,2018-07-01,Round of 16,Russia,Spain,1,1,1,1,True,True,False,Moscow,Russia,False,https://github.com/openfootball/worldcup.json/blob/master/2018/worldcup.json,Extra-time match: explicit 90-minute score verified from score.ft; score.et is kept out of the 90-minute target.
2018,2018-07-02,Round of 16,Belgium,Japan,3,2,3,2,False,False,False,Rostov-on-Don,Russia,True,https://github.com/martj42/international_results,No extra-time override required; final score is compatible with 90 minutes.
2018,2018-07-02,Round of 16,Brazil,Mexico,2,0,2,0,False,False,False,Samara,Russia,True,https://github.com/martj42/international_results,No extra-time override required; final score is compatible with 90 minutes.
2018,2018-07-03,Round of 16,Colombia,England,1,1,1,1,True,True,False,Moscow,Russia,True,https://github.com/openfootball/worldcup.json/blob/master/2018/worldcup.json,Extra-time match: explicit 90-minute score verified from score.ft; score.et is kept out of the 90-minute target.
2018,2018-07-03,Round of 16,Sweden,Switzerland,1,0,1,0,False,False,False,Saint Petersburg,Russia,True,https://github.com/martj42/international_results,No extra-time override required; final score is compatible with 90 minutes.
2018,2018-07-06,Quarter-finals,Brazil,Belgium,1,2,1,2,False,False,False,Kazan,Russia,True,https://github.com/martj42/international_results,No extra-time override required; final score is compatible with 90 minutes.
2018,2018-07-06,Quarter-finals,Uruguay,France,0,2,0,2,False,False,False,Nizhny Novgorod,Russia,True,https://github.com/martj42/international_results,No extra-time override required; final score is compatible with 90 minutes.
2018,2018-07-07,Quarter-finals,Russia,Croatia,2,2,1,1,True,True,True,Sochi,Russia,False,https://github.com/openfootball/worldcup.json/blob/master/2018/worldcup.json,Extra-time match: explicit 90-minute score verified from score.ft; score.et is kept out of the 90-minute target.
2018,2018-07-07,Quarter-finals,Sweden,England,0,2,0,2,False,False,False,Samara,Russia,True,https://github.com/martj42/international_results,No extra-time override required; final score is compatible with 90 minutes.
2018,2018-07-10,Semi-finals,France,Belgium,1,0,1,0,False,False,False,Saint Petersburg,Russia,True,https://github.com/martj42/international_results,No extra-time override required; final score is compatible with 90 minutes.
2018,2018-07-11,Semi-finals,Croatia,England,2,1,1,1,True,False,True,Moscow,Russia,True,https://github.com/openfootball/worldcup.json/blob/master/2018/worldcup.json,Extra-time match: explicit 90-minute score verified from score.ft; score.et is kept out of the 90-minute target.
2018,2018-07-14,Third place,Belgium,England,2,0,2,0,False,False,False,Saint Petersburg,Russia,True,https://github.com/martj42/international_results,No extra-time override required; final score is compatible with 90 minutes.
2018,2018-07-15,Final,France,Croatia,4,2,4,2,False,False,False,Moscow,Russia,True,https://github.com/martj42/international_results,No extra-time override required; final score is compatible with 90 minutes.
2022,2022-11-20,Group stage,Qatar,Ecuador,0,2,0,2,False,False,False,Al Khor,Qatar,False,https://github.com/martj42/international_results,No extra-time override required; final score is compatible with 90 minutes.
2022,2022-11-21,Group stage,England,Iran,6,2,6,2,False,False,False,Al Rayyan,Qatar,True,https://github.com/martj42/international_results,No extra-time override required; final score is compatible with 90 minutes.
2022,2022-11-21,Group stage,Senegal,Netherlands,0,2,0,2,False,False,False,Doha,Qatar,True,https://github.com/martj42/international_results,No extra-time override required; final score is compatible with 90 minutes.
2022,2022-11-21,Group stage,United States,Wales,1,1,1,1,False,False,False,Al Rayyan,Qatar,True,https://github.com/martj42/international_results,No extra-time override required; final score is compatible with 90 minutes.
2022,2022-11-22,Group stage,Argentina,Saudi Arabia,1,2,1,2,False,False,False,Lusail,Qatar,True,https://github.com/martj42/international_results,No extra-time override required; final score is compatible with 90 minutes.
2022,2022-11-22,Group stage,Denmark,Tunisia,0,0,0,0,False,False,False,Al Rayyan,Qatar,True,https://github.com/martj42/international_results,No extra-time override required; final score is compatible with 90 minutes.
2022,2022-11-22,Group stage,France,Australia,4,1,4,1,False,False,False,Al Wakrah,Qatar,True,https://github.com/martj42/international_results,No extra-time override required; final score is compatible with 90 minutes.
2022,2022-11-22,Group stage,Mexico,Poland,0,0,0,0,False,False,False,Doha,Qatar,True,https://github.com/martj42/international_results,No extra-time override required; final score is compatible with 90 minutes.
2022,2022-11-23,Group stage,Belgium,Canada,1,0,1,0,False,False,False,Al Rayyan,Qatar,True,https://github.com/martj42/international_results,No extra-time override required; final score is compatible with 90 minutes.
2022,2022-11-23,Group stage,Germany,Japan,1,2,1,2,False,False,False,Al Rayyan,Qatar,True,https://github.com/martj42/international_results,No extra-time override required; final score is compatible with 90 minutes.
2022,2022-11-23,Group stage,Morocco,Croatia,0,0,0,0,False,False,False,Al Khor,Qatar,True,https://github.com/martj42/international_results,No extra-time override required; final score is compatible with 90 minutes.
2022,2022-11-23,Group stage,Spain,Costa Rica,7,0,7,0,False,False,False,Doha,Qatar,True,https://github.com/martj42/international_results,No extra-time override required; final score is compatible with 90 minutes.
2022,2022-11-24,Group stage,Brazil,Serbia,2,0,2,0,False,False,False,Lusail,Qatar,True,https://github.com/martj42/international_results,No extra-time override required; final score is compatible with 90 minutes.
2022,2022-11-24,Group stage,Portugal,Ghana,3,2,3,2,False,False,False,Doha,Qatar,True,https://github.com/martj42/international_results,No extra-time override required; final score is compatible with 90 minutes.
2022,2022-11-24,Group stage,Switzerland,Cameroon,1,0,1,0,False,False,False,Al Wakrah,Qatar,True,https://github.com/martj42/international_results,No extra-time override required; final score is compatible with 90 minutes.
2022,2022-11-24,Group stage,Uruguay,South Korea,0,0,0,0,False,False,False,Al Rayyan,Qatar,True,https://github.com/martj42/international_results,No extra-time override required; final score is compatible with 90 minutes.
2022,2022-11-25,Group stage,England,United States,0,0,0,0,False,False,False,Al Khor,Qatar,True,https://github.com/martj42/international_results,No extra-time override required; final score is compatible with 90 minutes.
2022,2022-11-25,Group stage,Netherlands,Ecuador,1,1,1,1,False,False,False,Al Rayyan,Qatar,True,https://github.com/martj42/international_results,No extra-time override required; final score is compatible with 90 minutes.
2022,2022-11-25,Group stage,Qatar,Senegal,1,3,1,3,False,False,False,Doha,Qatar,False,https://github.com/martj42/international_results,No extra-time override required; final score is compatible with 90 minutes.
2022,2022-11-25,Group stage,Wales,Iran,0,2,0,2,False,False,False,Al Rayyan,Qatar,True,https://github.com/martj42/international_results,No extra-time override required; final score is compatible with 90 minutes.
2022,2022-11-26,Group stage,Argentina,Mexico,2,0,2,0,False,False,False,Lusail,Qatar,True,https://github.com/martj42/international_results,No extra-time override required; final score is compatible with 90 minutes.
